Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,0,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,0,No,23,4,1,2,6,5,3,5,3,4,2
32,0,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,67,2,2,Research Scientist,2,Married,3,No,12,3,1,1,12,2,3,7,1,2,5
36,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,3,Yes,21,4,4,0,7,3,2,3,2,1,2
48,0,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,8,No,14,3,3,1,18,2,3,8,7,7,7
29,0,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,6,No,18,3,1,2,5,2,2,1,0,0,0
33,0,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,2,No,13,3,4,1,8,6,1,2,2,2,2
30,1,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,1,No,11,3,4,1,10,4,3,10,8,6,7
38,0,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,3,No,11,3,3,0,10,2,3,6,3,1,2
35,0,Travel_Rarely,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,1,No,19,3,2,0,3,3,3,3,0,1,2
30,0,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,3,No,12,3,2,1,9,3,3,4,2,1,3
35,1,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,1,Yes,12,3,4,1,1,2,3,1,0,0,0
53,1,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,0,No,16,3,2,1,34,4,3,33,7,1,9
38,1,Travel_Rarely,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4,No,11,3,1,2,7,2,3,5,2,1,4
32,0,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4,No,14,3,2,1,9,3,2,6,5,1,2
48,0,Travel_Rarely,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,8,No,12,3,4,1,10,3,2,8,2,7,6
34,0,Travel_Rarely,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,1,No,13,3,3,0,1,4,1,1,0,0,0
55,0,Travel_Rarely,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,1,No,21,4,3,1,36,3,3,36,6,2,13
34,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,9,No,17,3,2,1,9,3,2,2,2,2,1
26,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,1,No,21,4,1,0,1,5,3,1,0,0,0
38,0,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,0,No,11,3,4,1,10,3,3,9,8,7,7
38,0,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,2,No,12,3,2,0,8,5,4,3,2,1,2
36,0,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6,No,13,3,1,0,15,5,3,1,0,0,0
29,0,Travel_Rarely,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,1,Yes,18,3,4,0,10,3,3,10,9,1,5
35,0,Travel_Rarely,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,3,Yes,16,3,3,0,10,4,3,5,2,0,4
39,0,Travel_Rarely,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,2,No,11,3,1,1,11,3,3,7,6,7,6
29,0,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,1,No,19,3,4,1,6,0,4,6,4,1,3
50,0,Travel_Rarely,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,4,Yes,16,3,3,1,27,2,3,1,0,0,0
23,0,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2,No,16,3,4,1,4,2,3,2,2,2,2
36,0,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,3,Yes,13,3,4,1,9,3,3,3,2,0,2
42,0,Travel_Rarely,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,8,No,22,4,4,0,24,2,3,1,0,0,1
35,0,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,1,No,17,3,4,2,10,3,2,10,9,6,8
34,0,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,1,No,14,3,2,1,8,3,2,8,2,7,7
40,0,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,1,No,15,3,3,1,5,2,3,5,4,1,2
43,0,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,5,No,12,3,3,1,8,0,3,6,4,0,2
35,0,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,1,No,18,3,4,1,1,5,2,1,0,0,1
46,0,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,1,No,15,3,2,0,27,5,1,26,0,0,12
28,1,Travel_Rarely,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,1,Yes,17,3,3,3,1,3,3,1,1,0,0
22,0,Non-Travel,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,1,Yes,14,3,2,0,4,2,2,4,2,1,3
50,0,Travel_Frequently,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,2,Yes,15,3,3,1,32,3,3,30,8,12,13
32,0,Travel_Rarely,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3,No,17,3,4,2,6,3,3,3,2,0,2
44,0,Travel_Rarely,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,0,Yes,14,3,4,1,23,4,2,22,7,1,10
30,0,Travel_Rarely,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,1,No,12,3,2,1,6,3,2,6,4,1,1
45,0,Travel_Rarely,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,1,Yes,14,3,1,0,10,3,3,10,7,1,4
45,0,Non-Travel,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,1,No,15,3,1,1,10,2,3,10,7,4,5
31,0,Travel_Frequently,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,7,No,13,3,4,0,10,3,3,5,2,0,3
36,0,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,9,Yes,12,3,2,2,7,2,3,3,2,1,1
34,0,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,1,No,13,3,1,1,9,3,3,9,7,7,2
49,0,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,1,No,14,3,4,1,10,3,2,9,6,1,4
39,0,Travel_Rarely,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,2,No,13,3,4,3,10,3,3,7,7,7,7
27,0,Travel_Rarely,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,1,No,11,3,1,2,7,3,3,7,7,0,7
35,0,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,1,No,11,3,4,0,16,2,3,16,15,1,10
28,0,Travel_Rarely,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,0,No,21,4,2,1,6,5,2,5,3,0,0
21,0,Travel_Rarely,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,1,No,18,3,3,0,3,2,3,2,2,2,2
18,1,Travel_Frequently,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1,Yes,12,3,3,0,0,2,4,0,0,0,0
47,0,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,3,No,11,3,3,1,27,2,3,5,2,1,0
39,0,Travel_Rarely,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,0,No,15,3,4,1,11,3,3,10,8,0,7
40,0,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,1,No,13,3,4,2,18,2,3,18,15,14,12
35,0,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,1,No,12,3,4,1,15,5,3,14,11,2,9
37,0,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,3,No,17,3,1,3,9,2,2,4,3,0,2
39,0,Travel_Frequently,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,0,No,13,3,4,0,10,2,1,9,2,3,8
45,0,Travel_Rarely,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,1,No,19,3,1,2,10,3,3,10,7,3,9
38,0,Travel_Rarely,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,3,Yes,19,3,4,1,10,6,4,5,4,0,2
35,1,Travel_Rarely,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,9,No,17,3,3,0,15,3,3,13,12,6,0
37,0,Travel_Rarely,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,1,No,11,3,1,1,8,2,1,8,4,7,7
40,0,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,6,Yes,15,3,4,0,18,2,2,4,2,3,3
44,0,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,4,Yes,11,3,3,0,14,3,3,10,7,0,2
48,0,Travel_Frequently,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,2,No,25,4,2,1,23,3,3,2,2,2,2
35,1,Travel_Rarely,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,6,Yes,14,3,4,2,7,2,2,2,2,2,2
24,0,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,1,Yes,13,3,3,0,6,2,3,6,3,1,3
27,0,Travel_Rarely,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,7,No,17,3,1,0,5,0,3,3,2,0,2
27,0,Travel_Frequently,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2,No,13,3,3,0,6,0,2,4,2,1,2
40,1,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,3,Yes,14,3,2,0,10,3,1,4,2,0,3
29,0,Travel_Rarely,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,9,No,11,3,3,0,8,2,3,5,2,1,4
36,0,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,4,No,12,3,3,2,9,6,3,3,2,0,2
25,0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,1,No,17,3,3,2,7,6,3,7,7,0,7
39,0,Travel_Rarely,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,4,No,21,4,3,0,7,3,3,5,4,1,0
49,0,Travel_Rarely,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,3,No,16,3,2,2,27,2,3,4,2,1,2
50,0,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,5,No,15,3,3,3,19,3,3,14,11,1,11
20,0,Travel_Rarely,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,1,No,19,3,1,0,2,3,3,2,2,2,2
34,0,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,1,No,12,3,3,1,11,2,3,11,8,7,9
36,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2,No,11,3,3,0,15,4,3,4,3,1,3
49,0,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,2,Yes,19,3,2,1,30,3,3,15,11,2,12
36,0,Non-Travel,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,0,No,15,3,3,0,4,6,3,3,2,1,2
36,0,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6,No,20,4,1,1,13,3,3,5,4,0,4
54,0,Travel_Rarely,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,3,No,25,4,3,1,36,6,3,10,8,4,7
43,0,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,1,No,24,4,1,1,14,3,3,14,10,6,11
35,1,Travel_Frequently,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,3,Yes,24,4,1,0,13,2,4,11,9,6,7
38,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,7,No,15,3,4,2,19,4,4,13,11,2,9
29,0,Travel_Rarely,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,1,Yes,13,3,2,1,10,3,2,10,0,0,9
33,0,Travel_Rarely,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,1,No,14,3,3,2,6,5,3,6,2,0,4
32,0,Travel_Rarely,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,0,No,13,3,3,2,10,4,2,9,5,1,6
31,0,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,1,No,11,3,1,2,10,2,3,10,0,0,2
49,0,Travel_Rarely,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,4,Yes,16,3,2,1,17,2,2,2,2,2,2
38,0,Travel_Frequently,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,1,No,22,4,2,0,4,3,3,4,3,3,3
47,0,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,6,No,14,3,3,3,29,2,3,3,2,1,2
49,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,4,No,14,3,1,0,23,2,3,8,7,0,0
41,0,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,3,Yes,16,3,4,0,21,2,3,2,0,0,2
20,0,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,1,No,11,3,1,0,2,3,3,2,2,0,2
33,0,Non-Travel,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,1,Yes,25,4,3,1,7,2,3,6,5,1,2
36,0,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,6,No,14,3,2,2,10,2,2,3,2,0,2
44,0,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,4,Yes,18,3,1,3,8,2,3,2,2,2,2
23,1,Travel_Rarely,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,1,Yes,11,3,1,0,5,2,3,5,4,1,2
38,0,Travel_Rarely,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,7,No,19,3,4,1,7,5,2,0,0,0,0
53,0,Travel_Rarely,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,3,No,15,3,3,0,11,2,3,4,3,1,2
48,1,Travel_Frequently,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2,Yes,11,3,3,2,19,3,3,9,7,7,7
32,1,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1,No,12,3,1,0,1,2,3,1,0,0,0
26,0,Non-Travel,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,1,No,20,4,3,0,7,5,3,7,7,5,7
55,0,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,5,No,12,3,4,1,8,1,3,4,2,1,2
34,0,Travel_Rarely,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,1,No,14,3,3,1,15,3,4,15,10,4,13
60,0,Travel_Rarely,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,3,No,20,4,3,1,19,2,4,1,0,0,0
33,0,Travel_Rarely,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,1,No,18,3,4,3,14,6,3,14,11,2,13
37,0,Travel_Frequently,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,1,No,14,3,3,2,6,2,2,6,3,1,3
34,0,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,1,No,12,3,2,0,10,3,3,10,9,8,7
23,1,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,1,Yes,21,4,2,1,3,2,3,3,2,0,2
44,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,1,Yes,19,3,2,1,9,2,3,8,7,6,7
35,0,Travel_Frequently,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,0,Yes,14,3,3,0,6,2,4,5,4,1,4
43,0,Travel_Rarely,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,1,Yes,17,3,1,1,10,3,3,10,9,8,8
24,0,Travel_Rarely,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,1,No,16,3,4,1,5,1,3,5,3,0,4
41,0,Travel_Rarely,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,1,No,12,3,2,0,10,3,3,10,8,8,7
29,0,Travel_Rarely,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,9,No,17,3,3,1,9,2,3,5,3,1,2
36,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,3,No,15,3,3,0,17,2,2,13,7,6,7
45,0,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,3,No,23,4,4,1,25,3,2,23,15,14,4
24,1,Travel_Rarely,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1,No,11,3,3,1,1,2,3,1,0,0,0
47,1,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,7,No,11,3,3,0,25,3,1,23,5,14,10
26,0,Travel_Rarely,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,1,No,15,3,3,3,3,3,4,3,2,0,2
45,0,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,1,No,11,3,3,0,21,2,3,21,6,8,6
32,0,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,6,No,13,3,1,1,10,3,2,5,2,1,3
31,0,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,1,No,14,3,4,1,6,2,4,5,2,0,3
41,0,Non-Travel,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6,No,19,3,2,1,10,4,3,3,2,1,2
40,0,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,2,Yes,16,3,2,1,18,3,3,1,0,0,0
24,0,Travel_Rarely,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,1,No,13,3,2,3,6,2,4,6,2,1,2
46,0,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,6,No,14,3,4,0,19,3,3,10,7,0,9
35,0,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,2,No,16,3,2,1,17,3,3,7,7,0,7
30,0,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,1,No,12,3,2,1,10,2,2,10,0,0,8
47,0,Non-Travel,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,7,No,11,3,4,1,4,3,1,1,0,0,0
46,0,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,4,Yes,12,3,2,1,13,5,2,10,6,0,3
36,1,Travel_Rarely,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,5,Yes,13,3,2,3,16,3,3,2,2,2,2
32,1,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6,No,15,3,2,0,10,2,3,0,0,0,0
23,0,Travel_Rarely,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,1,No,13,3,3,0,3,3,1,3,2,1,2
31,0,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,2,No,20,4,4,0,9,3,2,5,4,1,4
39,0,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,1,Yes,15,3,4,1,9,2,3,9,8,5,8
32,0,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,3,No,13,3,3,1,10,2,1,4,3,0,2
40,0,Travel_Rarely,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,1,No,14,3,2,0,21,3,2,21,8,12,8
45,0,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,4,No,21,4,3,2,9,2,4,5,0,0,3
30,0,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,0,No,16,3,4,0,10,2,3,9,7,0,7
24,0,Travel_Frequently,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,0,No,14,3,4,1,3,2,3,2,2,2,1
30,1,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,6,No,11,3,3,1,6,0,2,4,2,1,2
31,0,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,1,No,19,3,3,1,6,3,3,5,2,0,2
27,0,Travel_Rarely,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,1,No,11,3,3,0,6,5,2,6,2,1,4
29,1,Travel_Rarely,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,1,No,13,3,3,0,2,3,3,2,2,2,2
29,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,8,Yes,12,3,4,0,10,5,4,3,2,0,2
30,0,Travel_Rarely,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,2,No,11,3,1,1,12,2,3,7,7,1,7
34,0,Travel_Rarely,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,0,Yes,14,3,1,3,6,3,3,5,0,1,2
33,0,Non-Travel,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,8,No,15,3,4,0,13,2,2,11,7,1,7
49,0,Travel_Rarely,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,3,No,12,3,3,0,8,1,4,5,1,0,4
33,1,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,2,Yes,20,4,3,0,11,2,2,0,0,0,0
38,0,Travel_Frequently,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,4,No,14,3,2,1,9,4,2,6,1,0,5
31,1,Travel_Rarely,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,2,No,13,3,1,3,10,2,3,1,0,0,0
29,0,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,1,No,13,3,3,1,1,2,3,1,0,0,0
30,0,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,3,No,16,3,3,1,10,3,3,7,0,1,7
32,0,Non-Travel,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2,No,14,3,2,0,12,3,3,7,7,0,7
38,0,Travel_Rarely,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,3,Yes,16,3,3,1,15,2,3,1,0,1,0
43,1,Travel_Frequently,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,9,Yes,16,3,4,1,6,4,3,1,0,0,0
42,0,Travel_Rarely,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,8,No,22,4,2,3,7,6,2,5,3,0,4
55,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,8,No,12,3,2,3,34,2,3,1,0,0,0
33,0,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,5,No,15,3,4,2,11,2,2,9,8,1,7
41,0,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,1,No,20,4,2,2,5,2,3,5,3,0,4
34,0,Non-Travel,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,1,Yes,14,3,3,1,15,3,3,15,14,0,7
53,0,Non-Travel,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,4,Yes,20,4,4,3,27,2,2,3,2,0,2
43,0,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,0,No,13,3,2,0,10,5,3,9,7,1,8
34,0,Travel_Rarely,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,5,No,12,3,1,0,6,3,3,2,2,2,2
21,1,Travel_Rarely,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,1,No,13,3,2,0,1,3,3,1,0,1,0
38,0,Travel_Rarely,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,1,No,11,3,2,1,5,3,3,5,4,0,4
22,1,Travel_Rarely,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,1,Yes,17,3,3,0,1,6,3,1,0,0,0
31,0,Travel_Rarely,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,1,No,14,3,1,2,13,3,3,12,7,5,7
51,0,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,2,No,11,3,4,0,15,2,3,2,2,2,2
